strategy,repeat_id,partition,label,host_multiplicity,period_stratum,technical_status,model_data_available,rows,assigned_denominator
object_stratified,6,validation,1,multiple,100_days_or_more,constructed_qc_pass,True,14,14
object_stratified,6,validation,1,multiple,10_to_lt100_days,constructed_qc_fail,True,1,94
object_stratified,6,validation,1,multiple,10_to_lt100_days,constructed_qc_pass,True,93,94
object_stratified,6,validation,1,single,0_to_lt10_days,constructed_qc_pass,True,88,88
object_stratified,6,validation,1,single,100_days_or_more,constructed_qc_pass,True,8,8
object_stratified,6,validation,1,single,10_to_lt100_days,constructed_qc_fail,True,1,120
object_stratified,6,validation,1,single,10_to_lt100_days,constructed_qc_pass,True,119,120
object_stratified,7,test,0,multiple,0_to_lt10_days,constructed_qc_fail,True,1,12
object_stratified,7,test,0,multiple,0_to_lt10_days,constructed_qc_pass,True,11,12
object_stratified,7,test,0,multiple,100_days_or_more,constructed_qc_pass,True,5,5
object_stratified,7,test,0,multiple,10_to_lt100_days,constructed_qc_pass,True,5,5
object_stratified,7,test,0,single,0_to_lt10_days,constructed_qc_fail,True,38,399
object_stratified,7,test,0,single,0_to_lt10_days,constructed_qc_pass,True,361,399
object_stratified,7,test,0,single,100_days_or_more,constructed_qc_fail,True,5,57
object_stratified,7,test,0,single,100_days_or_more,constructed_qc_pass,True,52,57
object_stratified,7,test,0,single,10_to_lt100_days,constructed_qc_fail,True,6,116
object_stratified,7,test,0,single,10_to_lt100_days,constructed_qc_pass,True,110,116
object_stratified,7,test,1,multiple,0_to_lt10_days,constructed_qc_fail,True,2,80
object_stratified,7,test,1,multiple,0_to_lt10_days,constructed_qc_pass,True,78,80
object_stratified,7,test,1,multiple,100_days_or_more,constructed_qc_pass,True,7,7
object_stratified,7,test,1,multiple,10_to_lt100_days,constructed_qc_fail,True,1,90
object_stratified,7,test,1,multiple,10_to_lt100_days,constructed_qc_pass,True,89,90
object_stratified,7,test,1,single,0_to_lt10_days,constructed_qc_fail,True,1,103
object_stratified,7,test,1,single,0_to_lt10_days,constructed_qc_pass,True,102,103
object_stratified,7,test,1,single,100_days_or_more,constructed_qc_pass,True,18,18
object_stratified,7,test,1,single,10_to_lt100_days,constructed_qc_pass,True,101,101
object_stratified,7,train,0,multiple,0_to_lt10_days,constructed_qc_fail,True,3,50
object_stratified,7,train,0,multiple,0_to_lt10_days,constructed_qc_pass,True,47,50
object_stratified,7,train,0,multiple,100_days_or_more,constructed_qc_fail,True,1,22
object_stratified,7,train,0,multiple,100_days_or_more,constructed_qc_pass,True,21,22
object_stratified,7,train,0,multiple,10_to_lt100_days,constructed_qc_fail,True,2,41
object_stratified,7,train,0,multiple,10_to_lt100_days,constructed_qc_pass,True,39,41
object_stratified,7,train,0,single,0_to_lt10_days,constructed_qc_fail,True,115,1775
object_stratified,7,train,0,single,0_to_lt10_days,constructed_qc_pass,True,1660,1775
object_stratified,7,train,0,single,100_days_or_more,constructed_qc_fail,True,3,252
object_stratified,7,train,0,single,100_days_or_more,constructed_qc_pass,True,249,252
object_stratified,7,train,0,single,10_to_lt100_days,constructed_qc_fail,True,35,632
object_stratified,7,train,0,single,10_to_lt100_days,constructed_qc_pass,True,597,632
object_stratified,7,train,1,multiple,0_to_lt10_days,constructed_qc_fail,True,9,400
object_stratified,7,train,1,multiple,0_to_lt10_days,constructed_qc_pass,True,391,400
object_stratified,7,train,1,multiple,100_days_or_more,constructed_qc_pass,True,46,46
object_stratified,7,train,1,multiple,10_to_lt100_days,constructed_qc_fail,True,5,444
object_stratified,7,train,1,multiple,10_to_lt100_days,constructed_qc_pass,True,439,444
object_stratified,7,train,1,single,0_to_lt10_days,constructed_qc_fail,True,10,471
object_stratified,7,train,1,single,0_to_lt10_days,constructed_qc_pass,True,461,471
object_stratified,7,train,1,single,100_days_or_more,constructed_qc_fail,True,1,55
object_stratified,7,train,1,single,100_days_or_more,constructed_qc_pass,True,54,55
object_stratified,7,train,1,single,10_to_lt100_days,constructed_qc_fail,True,4,460
object_stratified,7,train,1,single,10_to_lt100_days,constructed_qc_pass,True,456,460
object_stratified,7,validation,0,multiple,0_to_lt10_days,constructed_qc_pass,True,10,10
object_stratified,7,validation,0,multiple,100_days_or_more,constructed_qc_fail,True,1,5
object_stratified,7,validation,0,multiple,100_days_or_more,constructed_qc_pass,True,4,5
object_stratified,7,validation,0,multiple,10_to_lt100_days,constructed_qc_pass,True,9,9
object_stratified,7,validation,0,single,0_to_lt10_days,constructed_qc_fail,True,26,372
object_stratified,7,validation,0,single,0_to_lt10_days,constructed_qc_pass,True,346,372
object_stratified,7,validation,0,single,100_days_or_more,constructed_qc_fail,True,5,60
object_stratified,7,validation,0,single,100_days_or_more,constructed_qc_pass,True,55,60
object_stratified,7,validation,0,single,10_to_lt100_days,constructed_qc_fail,True,6,141
object_stratified,7,validation,0,single,10_to_lt100_days,constructed_qc_pass,True,135,141
object_stratified,7,validation,1,multiple,0_to_lt10_days,constructed_qc_fail,True,1,80
object_stratified,7,validation,1,multiple,0_to_lt10_days,constructed_qc_pass,True,79,80
object_stratified,7,validation,1,multiple,100_days_or_more,constructed_qc_pass,True,9,9
object_stratified,7,validation,1,multiple,10_to_lt100_days,constructed_qc_pass,True,80,80
object_stratified,7,validation,1,single,0_to_lt10_days,constructed_qc_pass,True,101,101
object_stratified,7,validation,1,single,100_days_or_more,constructed_qc_pass,True,10,10
object_stratified,7,validation,1,single,10_to_lt100_days,constructed_qc_fail,True,2,119
object_stratified,7,validation,1,single,10_to_lt100_days,constructed_qc_pass,True,117,119
object_stratified,8,test,0,multiple,0_to_lt10_days,constructed_qc_pass,True,9,9
object_stratified,8,test,0,multiple,100_days_or_more,constructed_qc_fail,True,1,3
object_stratified,8,test,0,multiple,100_days_or_more,constructed_qc_pass,True,2,3
object_stratified,8,test,0,multiple,10_to_lt100_days,constructed_qc_pass,True,5,5
object_stratified,8,test,0,single,0_to_lt10_days,constructed_qc_fail,True,24,383
object_stratified,8,test,0,single,0_to_lt10_days,constructed_qc_pass,True,359,383
object_stratified,8,test,0,single,100_days_or_more,constructed_qc_fail,True,3,53
object_stratified,8,test,0,single,100_days_or_more,constructed_qc_pass,True,50,53
object_stratified,8,test,0,single,10_to_lt100_days,constructed_qc_fail,True,5,141
object_stratified,8,test,0,single,10_to_lt100_days,constructed_qc_pass,True,136,141
object_stratified,8,test,1,multiple,0_to_lt10_days,constructed_qc_fail,True,1,86
object_stratified,8,test,1,multiple,0_to_lt10_days,constructed_qc_pass,True,85,86
object_stratified,8,test,1,multiple,100_days_or_more,constructed_qc_pass,True,9,9
object_stratified,8,test,1,multiple,10_to_lt100_days,constructed_qc_pass,True,85,85
object_stratified,8,test,1,single,0_to_lt10_days,constructed_qc_fail,True,4,108
object_stratified,8,test,1,single,0_to_lt10_days,constructed_qc_pass,True,104,108
object_stratified,8,test,1,single,100_days_or_more,constructed_qc_pass,True,16,16
object_stratified,8,test,1,single,10_to_lt100_days,constructed_qc_fail,True,1,95
object_stratified,8,test,1,single,10_to_lt100_days,constructed_qc_pass,True,94,95
object_stratified,8,train,0,multiple,0_to_lt10_days,constructed_qc_fail,True,4,52
object_stratified,8,train,0,multiple,0_to_lt10_days,constructed_qc_pass,True,48,52
object_stratified,8,train,0,multiple,100_days_or_more,constructed_qc_fail,True,1,23
object_stratified,8,train,0,multiple,100_days_or_more,constructed_qc_pass,True,22,23
object_stratified,8,train,0,multiple,10_to_lt100_days,constructed_qc_fail,True,1,42
object_stratified,8,train,0,multiple,10_to_lt100_days,constructed_qc_pass,True,41,42
object_stratified,8,train,0,single,0_to_lt10_days,constructed_qc_fail,True,126,1769
object_stratified,8,train,0,single,0_to_lt10_days,constructed_qc_pass,True,1643,1769
object_stratified,8,train,0,single,100_days_or_more,constructed_qc_fail,True,8,253
object_stratified,8,train,0,single,100_days_or_more,constructed_qc_pass,True,245,253
object_stratified,8,train,0,single,10_to_lt100_days,constructed_qc_fail,True,40,633
object_stratified,8,train,0,single,10_to_lt100_days,constructed_qc_pass,True,593,633
object_stratified,8,train,1,multiple,0_to_lt10_days,constructed_qc_fail,True,8,390
object_stratified,8,train,1,multiple,0_to_lt10_days,constructed_qc_pass,True,382,390
object_stratified,8,train,1,multiple,100_days_or_more,constructed_qc_pass,True,43,43
object_stratified,8,train,1,multiple,10_to_lt100_days,constructed_qc_fail,True,5,448
object_stratified,8,train,1,multiple,10_to_lt100_days,constructed_qc_pass,True,443,448
object_stratified,8,train,1,single,0_to_lt10_days,constructed_qc_fail,True,7,458
object_stratified,8,train,1,single,0_to_lt10_days,constructed_qc_pass,True,451,458
object_stratified,8,train,1,single,100_days_or_more,constructed_qc_fail,True,1,59
object_stratified,8,train,1,single,100_days_or_more,constructed_qc_pass,True,58,59
object_stratified,8,train,1,single,10_to_lt100_days,constructed_qc_fail,True,5,478
object_stratified,8,train,1,single,10_to_lt100_days,constructed_qc_pass,True,473,478
object_stratified,8,validation,0,multiple,0_to_lt10_days,constructed_qc_pass,True,11,11
object_stratified,8,validation,0,multiple,100_days_or_more,constructed_qc_pass,True,6,6
object_stratified,8,validation,0,multiple,10_to_lt100_days,constructed_qc_fail,True,1,8
object_stratified,8,validation,0,multiple,10_to_lt100_days,constructed_qc_pass,True,7,8
object_stratified,8,validation,0,single,0_to_lt10_days,constructed_qc_fail,True,29,394
object_stratified,8,validation,0,single,0_to_lt10_days,constructed_qc_pass,True,365,394
object_stratified,8,validation,0,single,100_days_or_more,constructed_qc_fail,True,2,63
object_stratified,8,validation,0,single,100_days_or_more,constructed_qc_pass,True,61,63
object_stratified,8,validation,0,single,10_to_lt100_days,constructed_qc_fail,True,2,115
object_stratified,8,validation,0,single,10_to_lt100_days,constructed_qc_pass,True,113,115
object_stratified,8,validation,1,multiple,0_to_lt10_days,constructed_qc_fail,True,3,84
object_stratified,8,validation,1,multiple,0_to_lt10_days,constructed_qc_pass,True,81,84
object_stratified,8,validation,1,multiple,100_days_or_more,constructed_qc_pass,True,10,10
object_stratified,8,validation,1,multiple,10_to_lt100_days,constructed_qc_fail,True,1,81
object_stratified,8,validation,1,multiple,10_to_lt100_days,constructed_qc_pass,True,80,81
object_stratified,8,validation,1,single,0_to_lt10_days,constructed_qc_pass,True,109,109
object_stratified,8,validation,1,single,100_days_or_more,constructed_qc_pass,True,8,8
object_stratified,8,validation,1,single,10_to_lt100_days,constructed_qc_pass,True,107,107
object_stratified,9,test,0,multiple,0_to_lt10_days,constructed_qc_pass,True,14,14
object_stratified,9,test,0,multiple,100_days_or_more,constructed_qc_pass,True,3,3
object_stratified,9,test,0,multiple,10_to_lt100_days,constructed_qc_pass,True,8,8
object_stratified,9,test,0,single,0_to_lt10_days,constructed_qc_fail,True,23,362
object_stratified,9,test,0,single,0_to_lt10_days,constructed_qc_pass,True,339,362
object_stratified,9,test,0,single,100_days_or_more,constructed_qc_pass,True,64,64
object_stratified,9,test,0,single,10_to_lt100_days,constructed_qc_fail,True,5,143
object_stratified,9,test,0,single,10_to_lt100_days,constructed_qc_pass,True,138,143
object_stratified,9,test,1,multiple,0_to_lt10_days,constructed_qc_fail,True,1,89
object_stratified,9,test,1,multiple,0_to_lt10_days,constructed_qc_pass,True,88,89
object_stratified,9,test,1,multiple,100_days_or_more,constructed_qc_pass,True,9,9
object_stratified,9,test,1,multiple,10_to_lt100_days,constructed_qc_fail,True,1,89
object_stratified,9,test,1,multiple,10_to_lt100_days,constructed_qc_pass,True,88,89
object_stratified,9,test,1,single,0_to_lt10_days,constructed_qc_fail,True,2,100
object_stratified,9,test,1,single,0_to_lt10_days,constructed_qc_pass,True,98,100
object_stratified,9,test,1,single,100_days_or_more,constructed_qc_pass,True,10,10
object_stratified,9,test,1,single,10_to_lt100_days,constructed_qc_fail,True,1,102
object_stratified,9,test,1,single,10_to_lt100_days,constructed_qc_pass,True,101,102
object_stratified,9,train,0,multiple,0_to_lt10_days,constructed_qc_fail,True,2,46
object_stratified,9,train,0,multiple,0_to_lt10_days,constructed_qc_pass,True,44,46
object_stratified,9,train,0,multiple,100_days_or_more,constructed_qc_fail,True,1,17
object_stratified,9,train,0,multiple,100_days_or_more,constructed_qc_pass,True,16,17
object_stratified,9,train,0,multiple,10_to_lt100_days,constructed_qc_fail,True,2,35
object_stratified,9,train,0,multiple,10_to_lt100_days,constructed_qc_pass,True,33,35
object_stratified,9,train,0,single,0_to_lt10_days,constructed_qc_fail,True,125,1808
object_stratified,9,train,0,single,0_to_lt10_days,constructed_qc_pass,True,1683,1808
object_stratified,9,train,0,single,100_days_or_more,constructed_qc_fail,True,10,252
object_stratified,9,train,0,single,100_days_or_more,constructed_qc_pass,True,242,252
object_stratified,9,train,0,single,10_to_lt100_days,constructed_qc_fail,True,35,614
object_stratified,9,train,0,single,10_to_lt100_days,constructed_qc_pass,True,579,614
object_stratified,9,train,1,multiple,0_to_lt10_days,constructed_qc_fail,True,11,384
object_stratified,9,train,1,multiple,0_to_lt10_days,constructed_qc_pass,True,373,384
object_stratified,9,train,1,multiple,100_days_or_more,constructed_qc_pass,True,46,46
object_stratified,9,train,1,multiple,10_to_lt100_days,constructed_qc_fail,True,3,428
object_stratified,9,train,1,multiple,10_to_lt100_days,constructed_qc_pass,True,425,428
object_stratified,9,train,1,single,0_to_lt10_days,constructed_qc_fail,True,9,486
object_stratified,9,train,1,single,0_to_lt10_days,constructed_qc_pass,True,477,486
object_stratified,9,train,1,single,100_days_or_more,constructed_qc_fail,True,1,64
object_stratified,9,train,1,single,100_days_or_more,constructed_qc_pass,True,63,64
object_stratified,9,train,1,single,10_to_lt100_days,constructed_qc_fail,True,3,468
object_stratified,9,train,1,single,10_to_lt100_days,constructed_qc_pass,True,465,468
object_stratified,9,validation,0,multiple,0_to_lt10_days,constructed_qc_fail,True,2,12
object_stratified,9,validation,0,multiple,0_to_lt10_days,constructed_qc_pass,True,10,12
object_stratified,9,validation,0,multiple,100_days_or_more,constructed_qc_fail,True,1,12
object_stratified,9,validation,0,multiple,100_days_or_more,constructed_qc_pass,True,11,12
object_stratified,9,validation,0,multiple,10_to_lt100_days,constructed_qc_pass,True,12,12
object_stratified,9,validation,0,single,0_to_lt10_days,constructed_qc_fail,True,31,376
object_stratified,9,validation,0,single,0_to_lt10_days,constructed_qc_pass,True,345,376
object_stratified,9,validation,0,single,100_days_or_more,constructed_qc_fail,True,3,53
object_stratified,9,validation,0,single,100_days_or_more,constructed_qc_pass,True,50,53
object_stratified,9,validation,0,single,10_to_lt100_days,constructed_qc_fail,True,7,132
object_stratified,9,validation,0,single,10_to_lt100_days,constructed_qc_pass,True,125,132
object_stratified,9,validation,1,multiple,0_to_lt10_days,constructed_qc_pass,True,87,87
object_stratified,9,validation,1,multiple,100_days_or_more,constructed_qc_pass,True,7,7
object_stratified,9,validation,1,multiple,10_to_lt100_days,constructed_qc_fail,True,2,97
object_stratified,9,validation,1,multiple,10_to_lt100_days,constructed_qc_pass,True,95,97
object_stratified,9,validation,1,single,0_to_lt10_days,constructed_qc_pass,True,89,89
object_stratified,9,validation,1,single,100_days_or_more,constructed_qc_pass,True,9,9
object_stratified,9,validation,1,single,10_to_lt100_days,constructed_qc_fail,True,2,110
object_stratified,9,validation,1,single,10_to_lt100_days,constructed_qc_pass,True,108,110
